Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
HUNGARY,2025 Q2,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2025 Q2,Gross - Direct Business,Non-Life,R0310,485.613606,20260416,23
HUNGARY,2025 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,5.168143,20260416,23
HUNGARY,2025 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.018589,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Non-Life,R0340,102.999968,20260416,23
HUNGARY,2025 Q2,Net,Non-Life,R0400,387.80037,20260416,23
HUNGARY,2025 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2025 Q2,Net,Non-Life,R0500,,20260416,23
HUNGARY,2025 Q2,Expenses incurred,Non-Life,R0550,393.076852,20260416,23
HUNGARY,2025 Q2,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2025 Q2,Balance - other technical expenses/income,Non-Life,R1210,-0.081593,20260416,23
HUNGARY,2025 Q2,Total technical expenses,Non-Life,R1300,392.995258,20260416,23
HUNGARY,2025 Q2,Premiums written,Life,R1401,,20260416,23
HUNGARY,2025 Q2,Gross,Life,R1410,1056.545141,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Life,R1420,10.130752,20260416,23
HUNGARY,2025 Q2,Net,Life,R1500,1046.414388,20260416,23
HUNGARY,2025 Q2,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2025 Q2,Gross,Life,R1510,1053.430964,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Life,R1520,9.337425,20260416,23
HUNGARY,2025 Q2,Net,Life,R1600,1044.093539,20260416,23
HUNGARY,2025 Q2,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2025 Q2,Gross,Life,R1610,573.257714,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Life,R1620,1.838829,20260416,23
HUNGARY,2025 Q2,Net,Life,R1700,571.418885,20260416,23
HUNGARY,2025 Q2,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2025 Q2,Gross,Life,R1710,,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2025 Q2,Net,Life,R1800,,20260416,23
HUNGARY,2025 Q2,Expenses incurred,Life,R1900,201.330838,20260416,23
HUNGARY,2025 Q2,Other expenses,Life,R2500,,20260416,23
HUNGARY,2025 Q2,Balance - other technical expenses/income,Life,R2510,4.572894,20260416,23
HUNGARY,2025 Q2,Total technical expenses,Life,R2600,205.903732,20260416,23
HUNGARY,2025 Q2,Net Combined Ratio,Non-Life,Z0001,0.85,20260416,23
HUNGARY,2025 Q2,Net Expense Ratio,Non-Life,Z0002,0.43,20260416,23
HUNGARY,2025 Q3,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2025 Q3,Gross - Direct Business,Non-Life,R0110,1990.624711,20260416,23
HUNGARY,2025 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,75.154603,20260416,23
HUNGARY,2025 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.148614,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Non-Life,R0140,525.597322,20260416,23
HUNGARY,2025 Q3,Net,Non-Life,R0200,1540.330606,20260416,23
HUNGARY,2025 Q3,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2025 Q3,Gross - Direct Business,Non-Life,R0210,1900.833071,20260416,23
HUNGARY,2025 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,61.392972,20260416,23
HUNGARY,2025 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.151787,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Non-Life,R0240,490.736964,20260416,23
HUNGARY,2025 Q3,Net,Non-Life,R0300,1471.640866,20260416,23
HUNGARY,2025 Q3,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2025 Q3,Gross - Direct Business,Non-Life,R0310,855.417978,20260416,23
HUNGARY,2025 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,7.438236,20260416,23
HUNGARY,2025 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.015476,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Non-Life,R0340,184.791268,20260416,23
HUNGARY,2025 Q3,Net,Non-Life,R0400,678.080422,20260416,23
HUNGARY,2025 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2025 Q3,Net,Non-Life,R0500,,20260416,23
HUNGARY,2025 Q3,Expenses incurred,Non-Life,R0550,616.590535,20260416,23
HUNGARY,2025 Q3,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2025 Q3,Balance - other technical expenses/income,Non-Life,R1210,0.59506,20260416,23
HUNGARY,2025 Q3,Total technical expenses,Non-Life,R1300,617.185595,20260416,23
HUNGARY,2025 Q3,Premiums written,Life,R1401,,20260416,23
HUNGARY,2025 Q3,Gross,Life,R1410,1504.075989,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Life,R1420,15.6178,20260416,23
HUNGARY,2025 Q3,Net,Life,R1500,1488.458189,20260416,23
HUNGARY,2025 Q3,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2025 Q3,Gross,Life,R1510,1503.07941,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Life,R1520,15.01721,20260416,23
HUNGARY,2025 Q3,Net,Life,R1600,1488.062199,20260416,23
HUNGARY,2025 Q3,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2025 Q3,Gross,Life,R1610,870.376865,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Life,R1620,3.949038,20260416,23
HUNGARY,2025 Q3,Net,Life,R1700,866.427828,20260416,23
HUNGARY,2025 Q3,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2025 Q3,Gross,Life,R1710,,20260416,23
HUNGARY,2025 Q3,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2025 Q3,Net,Life,R1800,,20260416,23
HUNGARY,2025 Q3,Expenses incurred,Life,R1900,305.004693,20260416,23
HUNGARY,2025 Q3,Other expenses,Life,R2500,,20260416,23
HUNGARY,2025 Q3,Balance - other technical expenses/income,Life,R2510,6.331918,20260416,23
HUNGARY,2025 Q3,Total technical expenses,Life,R2600,311.336612,20260416,23
HUNGARY,2025 Q3,Net Combined Ratio,Non-Life,Z0001,0.88,20260416,23
HUNGARY,2025 Q3,Net Expense Ratio,Non-Life,Z0002,0.42,20260416,23
HUNGARY,2025 Q4,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2025 Q4,Gross - Direct Business,Non-Life,R0110,2621.675273,20260416,23
HUNGARY,2025 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,82.452507,20260416,23
HUNGARY,2025 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.190583,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Non-Life,R0140,665.493754,20260416,23
HUNGARY,2025 Q4,Net,Non-Life,R0200,2038.82461,20260416,23
HUNGARY,2025 Q4,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2025 Q4,Gross - Direct Business,Non-Life,R0210,2596.376539,20260416,23
HUNGARY,2025 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,80.919015,20260416,23
HUNGARY,2025 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.184783,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Non-Life,R0240,663.179669,20260416,23
HUNGARY,2025 Q4,Net,Non-Life,R0300,2014.300668,20260416,23
HUNGARY,2025 Q4,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2025 Q4,Gross - Direct Business,Non-Life,R0310,1138.818904,20260416,23
HUNGARY,2025 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,594.035192,20260416,23
HUNGARY,2025 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-1.698097,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Non-Life,R0340,820.671641,20260416,23
HUNGARY,2025 Q4,Net,Non-Life,R0400,910.484358,20260416,23
HUNGARY,2025 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2025 Q4,Net,Non-Life,R0500,,20260416,23
HUNGARY,2025 Q4,Expenses incurred,Non-Life,R0550,847.343745,20260416,23
HUNGARY,2025 Q4,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2025 Q4,Balance - other technical expenses/income,Non-Life,R1210,1.952016,20260416,23
HUNGARY,2025 Q4,Total technical expenses,Non-Life,R1300,849.29576,20260416,23
HUNGARY,2025 Q4,Premiums written,Life,R1401,,20260416,23
HUNGARY,2025 Q4,Gross,Life,R1410,2014.001492,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Life,R1420,20.117379,20260416,23
HUNGARY,2025 Q4,Net,Life,R1500,1993.884113,20260416,23
HUNGARY,2025 Q4,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2025 Q4,Gross,Life,R1510,2012.170424,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Life,R1520,19.97176,20260416,23
HUNGARY,2025 Q4,Net,Life,R1600,1992.198664,20260416,23
HUNGARY,2025 Q4,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2025 Q4,Gross,Life,R1610,1177.774301,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Life,R1620,3.993835,20260416,23
HUNGARY,2025 Q4,Net,Life,R1700,1173.780466,20260416,23
HUNGARY,2025 Q4,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2025 Q4,Gross,Life,R1710,,20260416,23
HUNGARY,2025 Q4,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2025 Q4,Net,Life,R1800,,20260416,23
HUNGARY,2025 Q4,Expenses incurred,Life,R1900,422.224446,20260416,23
HUNGARY,2025 Q4,Other expenses,Life,R2500,,20260416,23
HUNGARY,2025 Q4,Balance - other technical expenses/income,Life,R2510,8.98371,20260416,23
HUNGARY,2025 Q4,Total technical expenses,Life,R2600,431.208157,20260416,23
HUNGARY,2025 Q4,Net Combined Ratio,Non-Life,Z0001,0.87,20260416,23
HUNGARY,2025 Q4,Net Expense Ratio,Non-Life,Z0002,0.42,20260416,23
ICELAND,2016 Q4,Premiums written,Non-Life,R0101,,20260416,8
ICELAND,2016 Q4,Gross - Direct Business,Non-Life,R0110,441.583923,20260416,8
ICELAND,2016 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,7.478348,20260416,8
ICELAND,2016 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.997603,20260416,8
ICELAND,2016 Q4,Reinsurers' share,Non-Life,R0140,16.458576,20260416,8
ICELAND,2016 Q4,Net,Non-Life,R0200,433.601299,20260416,8
ICELAND,2016 Q4,Premiums earned,Non-Life,R0201,,20260416,8
ICELAND,2016 Q4,Gross - Direct Business,Non-Life,R0210,426.480047,20260416,8
ICELAND,2016 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,8.360188,20260416,8
ICELAND,2016 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,1.203007,20260416,8
ICELAND,2016 Q4,Reinsurers' share,Non-Life,R0240,16.668014,20260416,8
ICELAND,2016 Q4,Net,Non-Life,R0300,419.375229,20260416,8
ICELAND,2016 Q4,Claims incurred,Non-Life,R0301,,20260416,8
ICELAND,2016 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,8
ICELAND,2016 Q4,Gross - Direct Business,Non-Life,R0410,0.422064,20260416,8
ICELAND,2016 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,8
ICELAND,2016 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,8
ICELAND,2016 Q4,Reinsurers' share,Non-Life,R0440,0.2102,20260416,8
ICELAND,2016 Q4,Net,Non-Life,R0500,0.211864,20260416,8
ICELAND,2016 Q4,Premiums written,Life,R1401,,20260416,8
ICELAND,2016 Q4,Premiums earned,Life,R1501,,20260416,8
ICELAND,2016 Q4,Claims incurred,Life,R1601,,20260416,8
ICELAND,2016 Q4,Changes in other technical provisions,Life,R1701,,20260416,8
ICELAND,2017 Q1,Premiums written,Non-Life,R0101,,20260416,8
ICELAND,2017 Q1,Gross - Direct Business,Non-Life,R0110,209.57134,20260416,8
ICELAND,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,3.619551,20260416,8
ICELAND,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.318058,20260416,8
ICELAND,2017 Q1,Reinsurers' share,Non-Life,R0140,10.857595,20260416,8
ICELAND,2017 Q1,Net,Non-Life,R0200,202.651354,20260416,8
ICELAND,2017 Q1,Premiums earned,Non-Life,R0201,,20260416,8
ICELAND,2017 Q1,Gross - Direct Business,Non-Life,R0210,107.469576,20260416,8
ICELAND,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,1.650396,20260416,8
ICELAND,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.211772,20260416,8
ICELAND,2017 Q1,Reinsurers' share,Non-Life,R0240,3.293719,20260416,8
ICELAND,2017 Q1,Net,Non-Life,R0300,106.038024,20260416,8
ICELAND,2017 Q1,Claims incurred,Non-Life,R0301,,20260416,8
ICELAND,2017 Q1,Gross - Direct Business,Non-Life,R0310,87.151139,20260416,8
ICELAND,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,1.607855,20260416,8
ICELAND,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.64501,20260416,8
ICELAND,2017 Q1,Reinsurers' share,Non-Life,R0340,-4.401774,20260416,8
ICELAND,2017 Q1,Net,Non-Life,R0400,92.515757,20260416,8
ICELAND,2017 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,8
ICELAND,2017 Q1,Gross - Direct Business,Non-Life,R0410,-0.129072,20260416,8
ICELAND,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,8
ICELAND,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,8
ICELAND,2017 Q1,Reinsurers' share,Non-Life,R0440,0.037445,20260416,8
ICELAND,2017 Q1,Net,Non-Life,R0500,-0.166517,20260416,8
ICELAND,2017 Q1,Expenses incurred,Non-Life,R0550,24.411989,20260416,8
ICELAND,2017 Q1,Other expenses,Non-Life,R1200,0.965594,20260416,8
ICELAND,2017 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20260416,8
ICELAND,2017 Q1,Total technical expenses,Non-Life,R1300,25.377583,20260416,8
ICELAND,2017 Q1,Premiums written,Life,R1401,,20260416,8
ICELAND,2017 Q1,Premiums earned,Life,R1501,,20260416,8
ICELAND,2017 Q1,Claims incurred,Life,R1601,,20260416,8
ICELAND,2017 Q1,Changes in other technical provisions,Life,R1701,,20260416,8
ICELAND,2017 Q1,Net Combined Ratio,Non-Life,Z0001,1.1,20260416,8
ICELAND,2017 Q1,Net Expense Ratio,Non-Life,Z0002,0.23,20260416,8
ICELAND,2017 Q2,Premiums written,Non-Life,R0101,,20260416,8
ICELAND,2017 Q2,Gross - Direct Business,Non-Life,R0110,317.206153,20260416,8
ICELAND,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,5.14676,20260416,8
ICELAND,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.354386,20260416,8
ICELAND,2017 Q2,Reinsurers' share,Non-Life,R0140,12.420702,20260416,8
ICELAND,2017 Q2,Net,Non-Life,R0200,310.286596,20260416,8
ICELAND,2017 Q2,Premiums earned,Non-Life,R0201,,20260416,8
ICELAND,2017 Q2,Gross - Direct Business,Non-Life,R0210,227.78609,20260416,8
ICELAND,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,4.350816,20260416,8
ICELAND,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.426412,20260416,8
ICELAND,2017 Q2,Reinsurers' share,Non-Life,R0240,7.345494,20260416,8
ICELAND,2017 Q2,Net,Non-Life,R0300,225.217825,20260416,8
ICELAND,2017 Q2,Claims incurred,Non-Life,R0301,,20260416,8
ICELAND,2017 Q2,Gross - Direct Business,Non-Life,R0310,179.574347,20260416,8
ICELAND,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,2.720448,20260416,8
ICELAND,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.884073,20260416,8
ICELAND,2017 Q2,Reinsurers' share,Non-Life,R0340,-2.893452,20260416,8
ICELAND,2017 Q2,Net,Non-Life,R0400,184.304174,20260416,8
ICELAND,2017 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,8
ICELAND,2017 Q2,Gross - Direct Business,Non-Life,R0410,-0.235849,20260416,8
ICELAND,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,8
ICELAND,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,8
ICELAND,2017 Q2,Reinsurers' share,Non-Life,R0440,-0.008027,20260416,8
ICELAND,2017 Q2,Net,Non-Life,R0500,-0.227822,20260416,8
ICELAND,2017 Q2,Expenses incurred,Non-Life,R0550,50.096241,20260416,8
ICELAND,2017 Q2,Other expenses,Non-Life,R1200,3.296756,20260416,8
ICELAND,2017 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20260416,8
ICELAND,2017 Q2,Total technical expenses,Non-Life,R1300,53.392997,20260416,8
ICELAND,2017 Q2,Premiums written,Life,R1401,,20260416,8
ICELAND,2017 Q2,Premiums earned,Life,R1501,,20260416,8
ICELAND,2017 Q2,Claims incurred,Life,R1601,,20260416,8
ICELAND,2017 Q2,Changes in other technical provisions,Life,R1701,,20260416,8
ICELAND,2017 Q2,Net Combined Ratio,Non-Life,Z0001,1.04,20260416,8
ICELAND,2017 Q2,Net Expense Ratio,Non-Life,Z0002,0.22,20260416,8
ICELAND,2017 Q3,Premiums written,Non-Life,R0101,,20260416,8
ICELAND,2017 Q3,Gross - Direct Business,Non-Life,R0110,390.550239,20260416,8
ICELAND,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,5.447661,20260416,8
ICELAND,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.335265,20260416,8
ICELAND,2017 Q3,Reinsurers' share,Non-Life,R0140,13.179903,20260416,8
ICELAND,2017 Q3,Net,Non-Life,R0200,383.153262,20260416,8
ICELAND,2017 Q3,Premiums earned,Non-Life,R0201,,20260416,8
ICELAND,2017 Q3,Gross - Direct Business,Non-Life,R0210,334.337582,20260416,8
ICELAND,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,5.513404,20260416,8
ICELAND,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.523483,20260416,8
ICELAND,2017 Q3,Reinsurers' share,Non-Life,R0240,10.777211,20260416,8
ICELAND,2017 Q3,Net,Non-Life,R0300,329.597258,20260416,8
ICELAND,2017 Q3,Claims incurred,Non-Life,R0301,,20260416,8
ICELAND,2017 Q3,Gross - Direct Business,Non-Life,R0310,257.401327,20260416,8
ICELAND,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,4.77654,20260416,8
ICELAND,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.285427,20260416,8
ICELAND,2017 Q3,Reinsurers' share,Non-Life,R0340,-1.814154,20260416,8
ICELAND,2017 Q3,Net,Non-Life,R0400,263.706594,20260416,8
ICELAND,2017 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,8
ICELAND,2017 Q3,Gross - Direct Business,Non-Life,R0410,0.0,20260416,8
ICELAND,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,8
ICELAND,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,8
ICELAND,2017 Q3,Reinsurers' share,Non-Life,R0440,0.0,20260416,8
ICELAND,2017 Q3,Net,Non-Life,R0500,0.0,20260416,8
ICELAND,2017 Q3,Expenses incurred,Non-Life,R0550,72.92578,20260416,8
ICELAND,2017 Q3,Other expenses,Non-Life,R1200,3.637776,20260416,8
ICELAND,2017 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,8
ICELAND,2017 Q3,Total technical expenses,Non-Life,R1300,76.563555,20260416,8
ICELAND,2017 Q3,Premiums written,Life,R1401,,20260416,8
ICELAND,2017 Q3,Premiums earned,Life,R1501,,20260416,8
ICELAND,2017 Q3,Claims incurred,Life,R1601,,20260416,8
ICELAND,2017 Q3,Changes in other technical provisions,Life,R1701,,20260416,8
ICELAND,2017 Q3,Net Combined Ratio,Non-Life,Z0001,1.02,20260416,8
ICELAND,2017 Q3,Net Expense Ratio,Non-Life,Z0002,0.22,20260416,8
ICELAND,2017 Q4,Premiums written,Non-Life,R0101,,20260416,8
ICELAND,2017 Q4,Gross - Direct Business,Non-Life,R0110,468.202614,20260416,8
ICELAND,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,6.900502,20260416,8
ICELAND,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.333925,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Non-Life,R0140,14.330178,20260416,8
ICELAND,2017 Q4,Net,Non-Life,R0200,461.106863,20260416,8
ICELAND,2017 Q4,Premiums earned,Non-Life,R0201,,20260416,8
ICELAND,2017 Q4,Gross - Direct Business,Non-Life,R0210,447.638791,20260416,8
ICELAND,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,6.773048,20260416,8
ICELAND,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.606781,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Non-Life,R0240,14.479866,20260416,8
ICELAND,2017 Q4,Net,Non-Life,R0300,440.538755,20260416,8
ICELAND,2017 Q4,Claims incurred,Non-Life,R0301,,20260416,8
ICELAND,2017 Q4,Gross - Direct Business,Non-Life,R0310,344.619809,20260416,8
ICELAND,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,6.072317,20260416,8
ICELAND,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.585333,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Non-Life,R0340,-2.573753,20260416,8
ICELAND,2017 Q4,Net,Non-Life,R0400,352.680547,20260416,8
ICELAND,2017 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,8
ICELAND,2017 Q4,Gross - Direct Business,Non-Life,R0410,0.0,20260416,8
ICELAND,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,8
ICELAND,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Non-Life,R0440,0.0,20260416,8
ICELAND,2017 Q4,Net,Non-Life,R0500,0.0,20260416,8
ICELAND,2017 Q4,Expenses incurred,Non-Life,R0550,99.40838,20260416,8
ICELAND,2017 Q4,Other expenses,Non-Life,R1200,4.917783,20260416,8
ICELAND,2017 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20260416,8
ICELAND,2017 Q4,Total technical expenses,Non-Life,R1300,104.326163,20260416,8
ICELAND,2017 Q4,Premiums written,Life,R1401,,20260416,8
ICELAND,2017 Q4,Gross,Life,R1410,46.548534,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Life,R1420,6.563515,20260416,8
ICELAND,2017 Q4,Net,Life,R1500,39.985019,20260416,8
ICELAND,2017 Q4,Premiums earned,Life,R1501,,20260416,8
ICELAND,2017 Q4,Gross,Life,R1510,42.847546,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Life,R1520,6.237843,20260416,8
ICELAND,2017 Q4,Net,Life,R1600,36.609703,20260416,8
ICELAND,2017 Q4,Claims incurred,Life,R1601,,20260416,8
ICELAND,2017 Q4,Gross,Life,R1610,14.508982,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Life,R1620,3.798175,20260416,8
ICELAND,2017 Q4,Net,Life,R1700,10.710807,20260416,8
ICELAND,2017 Q4,Changes in other technical provisions,Life,R1701,,20260416,8
ICELAND,2017 Q4,Gross,Life,R1710,0.0,20260416,8
ICELAND,2017 Q4,Reinsurers' share,Life,R1720,0.0,20260416,8
ICELAND,2017 Q4,Net,Life,R1800,0.0,20260416,8
ICELAND,2017 Q4,Expenses incurred,Life,R1900,13.393536,20260416,8
ICELAND,2017 Q4,Other expenses,Life,R2500,0.320887,20260416,8
ICELAND,2017 Q4,Balance - other technical expenses/income,Life,R2510,,20260416,8
ICELAND,2017 Q4,Total technical expenses,Life,R2600,13.714424,20260416,8
